"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
553,5,3,1,4,4,1
553,6,1,3,4,5,3
553,6,2,2,2,5,7
553,6,3,1,4,7,1
554,1,1,2,6,5,4
554,1,2,3,5,7,6
554,1,3,1,7,7,1
554,2,1,4,5,6,7
554,2,2,2,6,5,3
554,2,3,1,7,7,1
554,3,1,2,2,3,5
554,3,2,3,3,1,5
554,3,3,1,4,4,1
554,4,1,2,6,1,7
554,4,2,4,5,4,3
554,4,3,1,7,4,1
554,5,1,4,6,3,5
554,5,2,3,5,3,4
554,5,3,1,7,4,1
554,6,1,4,4,4,6
554,6,2,2,1,7,4
554,6,3,1,4,7,1
555,1,1,3,7,1,3
555,1,2,2,4,4,6
555,1,3,1,7,4,1
555,2,1,4,2,7,3
555,2,2,3,3,4,7
555,2,3,1,4,7,1
555,3,1,4,3,2,4
555,3,2,3,3,3,5
555,3,3,1,4,4,1
555,4,1,3,2,2,4
555,4,2,2,2,3,5
555,4,3,1,4,4,1
555,5,1,3,1,3,8
555,5,2,2,4,2,2
555,5,3,1,4,4,1
555,6,1,3,7,1,8
555,6,2,4,5,4,2
555,6,3,1,7,4,1
556,1,1,4,4,4,4
556,1,2,3,7,1,6
556,1,3,1,7,4,1
556,2,1,2,7,5,2
556,2,2,3,4,7,8
556,2,3,1,7,7,1
556,3,1,2,1,7,6
556,3,2,4,4,4,4
556,3,3,1,4,7,1
556,4,1,3,1,4,3
556,4,2,2,3,1,7
556,4,3,1,4,4,1
556,5,1,3,2,4,2
556,5,2,2,4,1,8
556,5,3,1,4,4,1
556,6,1,2,6,3,3
556,6,2,4,6,3,7
556,6,3,1,7,4,1
557,1,1,3,5,4,6
557,1,2,2,6,2,4
557,1,3,1,7,4,1
557,2,1,2,5,4,2
557,2,2,4,7,1,8
557,2,3,1,7,4,1
557,3,1,3,5,4,2
557,3,2,4,6,1,8
557,3,3,1,7,4,1
557,4,1,3,3,1,8
557,4,2,4,2,4,2
557,4,3,1,4,4,1
557,5,1,3,2,6,5
557,5,2,4,2,5,5
557,5,3,1,4,7,1
557,6,1,3,6,5,8
557,6,2,4,6,6,2
557,6,3,1,7,7,1
558,1,1,2,4,4,6
558,1,2,4,1,7,4
558,1,3,1,4,7,1
558,2,1,2,3,2,4
558,2,2,3,1,3,6
558,2,3,1,4,4,1
558,3,1,2,4,4,7
558,3,2,3,7,2,3
558,3,3,1,7,4,1
558,4,1,3,6,5,7
558,4,2,2,5,6,3
558,4,3,1,7,7,1
558,5,1,2,4,6,7
558,5,2,4,7,4,3
558,5,3,1,7,7,1
558,6,1,2,6,4,5
558,6,2,4,5,6,5
558,6,3,1,7,7,1
559,1,1,3,7,5,2
559,1,2,2,4,6,8
559,1,3,1,7,7,1
559,2,1,4,3,4,7
559,2,2,3,1,7,3
559,2,3,1,4,7,1
559,3,1,4,4,7,6
559,3,2,3,7,4,3
559,3,3,1,7,7,1
559,4,1,2,4,1,8
559,4,2,4,2,4,2
559,4,3,1,4,4,1
559,5,1,4,5,2,4
559,5,2,3,6,2,5
559,5,3,1,7,4,1
559,6,1,4,5,6,4
559,6,2,2,7,5,6
559,6,3,1,7,7,1
560,1,1,4,4,4,2
560,1,2,2,1,6,7
560,1,3,1,4,7,1
560,2,1,4,7,1,6
560,2,2,3,4,4,3
560,2,3,1,7,4,1
560,3,1,4,4,4,4
560,3,2,2,7,1,6
560,3,3,1,7,4,1
560,4,1,3,1,7,6
560,4,2,2,4,4,4
560,4,3,1,4,7,1
560,5,1,3,4,6,5
560,5,2,4,6,5,5
560,5,3,1,7,7,1
560,6,1,2,4,5,2
560,6,2,3,1,6,8
560,6,3,1,4,7,1
561,1,1,2,5,4,3
561,1,2,4,7,1,8
561,1,3,1,7,4,1
561,2,1,4,1,3,5
561,2,2,2,3,2,5
561,2,3,1,4,4,1
561,3,1,4,4,6,8
561,3,2,3,7,5,2
561,3,3,1,7,7,1
561,4,1,3,7,4,2
561,4,2,2,4,6,7
561,4,3,1,7,7,1
561,5,1,2,2,4,3
561,5,2,3,3,1,7
561,5,3,1,4,4,1
561,6,1,2,5,6,5
561,6,2,4,5,5,4
561,6,3,1,7,7,1
562,1,1,3,6,4,8
562,1,2,2,5,7,2
562,1,3,1,7,7,1
562,2,1,2,2,2,7
562,2,2,3,3,3,3
562,2,3,1,4,4,1
562,3,1,3,6,2,5
562,3,2,4,4,3,5
562,3,3,1,7,4,1
562,4,1,4,1,4,8
562,4,2,3,4,2,2
562,4,3,1,4,4,1
562,5,1,4,4,2,2
562,5,2,2,1,3,8
562,5,3,1,4,4,1
562,6,1,2,6,3,3
562,6,2,4,5,2,7
562,6,3,1,7,4,1
563,1,1,4,4,1,3
563,1,2,3,1,4,6
563,1,3,1,4,4,1
563,2,1,4,1,3,7
563,2,2,2,4,1,2
563,2,3,1,4,4,1
563,3,1,3,1,3,5
563,3,2,4,3,2,4
563,3,3,1,4,4,1
563,4,1,4,7,1,6
563,4,2,3,4,4,4
563,4,3,1,7,4,1
563,5,1,2,3,2,4
563,5,2,4,2,4,6
563,5,3,1,4,4,1
563,6,1,3,4,2,3
563,6,2,2,2,2,7
563,6,3,1,4,4,1
564,1,1,2,3,5,4
564,1,2,3,2,7,6
564,1,3,1,4,7,1
564,2,1,4,5,6,7
564,2,2,2,6,5,3
564,2,3,1,7,7,1
564,3,1,2,5,3,5
564,3,2,3,6,1,5
564,3,3,1,7,4,1
564,4,1,2,3,1,7
564,4,2,4,2,4,3
564,4,3,1,4,4,1
564,5,1,4,6,3,5
564,5,2,3,5,3,4
564,5,3,1,7,4,1
564,6,1,4,7,4,6
564,6,2,2,4,7,4
564,6,3,1,7,7,1
565,1,1,3,7,4,3
565,1,2,2,4,7,6
565,1,3,1,7,7,1
565,2,1,4,5,7,3
565,2,2,3,6,4,7
565,2,3,1,7,7,1
565,3,1,4,3,2,4
565,3,2,3,3,3,5
565,3,3,1,4,4,1
565,4,1,3,2,2,4
565,4,2,2,2,3,5
565,4,3,1,4,4,1
565,5,1,3,4,6,8
565,5,2,2,7,5,2
565,5,3,1,7,7,1
565,6,1,3,4,4,8
565,6,2,4,2,7,2
565,6,3,1,4,7,1
566,1,1,4,1,4,4
566,1,2,3,4,1,6
566,1,3,1,4,4,1
566,2,1,2,4,5,2
566,2,2,3,1,7,8
566,2,3,1,4,7,1
566,3,1,2,1,4,6
566,3,2,4,4,1,4
566,3,3,1,4,4,1
566,4,1,3,1,7,3
566,4,2,2,3,4,7
566,4,3,1,4,7,1
566,5,1,3,2,7,2
566,5,2,2,4,4,8
566,5,3,1,4,7,1
566,6,1,2,3,6,3
566,6,2,4,3,6,7
566,6,3,1,4,7,1
567,1,1,3,2,4,6
567,1,2,2,3,2,4
567,1,3,1,4,4,1
567,2,1,2,2,7,2
567,2,2,4,4,4,8
567,2,3,1,4,7,1
567,3,1,3,2,7,2
567,3,2,4,3,4,8
567,3,3,1,4,7,1
567,4,1,3,3,4,8
567,4,2,4,2,7,2
567,4,3,1,4,7,1
567,5,1,3,2,6,5
567,5,2,4,2,5,5
567,5,3,1,4,7,1
567,6,1,3,6,2,8
567,6,2,4,6,3,2
567,6,3,1,7,4,1
568,1,1,2,4,1,6
568,1,2,4,1,4,4
568,1,3,1,4,4,1
568,2,1,2,3,5,4
568,2,2,3,1,6,6
568,2,3,1,4,7,1
568,3,1,2,4,4,7
568,3,2,3,7,2,3
568,3,3,1,7,4,1
568,4,1,3,6,5,7
568,4,2,2,5,6,3
568,4,3,1,7,7,1
568,5,1,2,4,6,7
568,5,2,4,7,4,3
568,5,3,1,7,7,1
568,6,1,2,6,1,5
568,6,2,4,5,3,5
568,6,3,1,7,4,1
569,1,1,3,4,5,2
569,1,2,2,1,6,8
569,1,3,1,4,7,1
569,2,1,4,3,1,7
569,2,2,3,1,4,3
569,2,3,1,4,4,1
569,3,1,4,1,7,6
569,3,2,3,4,4,3
569,3,3,1,4,7,1
569,4,1,2,7,4,8
569,4,2,4,5,7,2
569,4,3,1,7,7,1
569,5,1,4,5,2,4
569,5,2,3,6,2,5
569,5,3,1,7,4,1
569,6,1,4,5,6,4
569,6,2,2,7,5,6
569,6,3,1,7,7,1
570,1,1,4,4,4,2
570,1,2,2,1,6,7
570,1,3,1,4,7,1
570,2,1,4,4,4,6
570,2,2,3,1,7,3
570,2,3,1,4,7,1
570,3,1,4,1,7,4
570,3,2,2,4,4,6
570,3,3,1,4,7,1
570,4,1,3,4,7,6
570,4,2,2,7,4,4
570,4,3,1,7,7,1
570,5,1,3,1,3,5
570,5,2,4,3,2,5
570,5,3,1,4,4,1
570,6,1,2,7,5,2
570,6,2,3,4,6,8
570,6,3,1,7,7,1
571,1,1,2,5,4,3
571,1,2,4,7,1,8
571,1,3,1,7,4,1
571,2,1,4,4,3,5
571,2,2,2,6,2,5
571,2,3,1,7,4,1
571,3,1,4,1,3,8
571,3,2,3,4,2,2
571,3,3,1,4,4,1
571,4,1,3,7,4,2
571,4,2,2,4,6,7
571,4,3,1,7,7,1
571,5,1,2,2,4,3
571,5,2,3,3,1,7
571,5,3,1,4,4,1
571,6,1,2,2,6,5
571,6,2,4,2,5,4
571,6,3,1,4,7,1
572,1,1,3,6,1,8
572,1,2,2,5,4,2
572,1,3,1,7,4,1
572,2,1,2,5,5,7
572,2,2,3,6,6,3
572,2,3,1,7,7,1
572,3,1,3,6,5,5
572,3,2,4,4,6,5
572,3,3,1,7,7,1
572,4,1,4,4,4,8
572,4,2,3,7,2,2
572,4,3,1,7,4,1
572,5,1,4,4,2,2
572,5,2,2,1,3,8
572,5,3,1,4,4,1
572,6,1,2,3,6,3
572,6,2,4,2,5,7
572,6,3,1,4,7,1
573,1,1,4,7,4,3
573,1,2,3,4,7,6
573,1,3,1,7,7,1
573,2,1,4,4,6,7
573,2,2,2,7,4,2
573,2,3,1,7,7,1
573,3,1,3,4,6,5
573,3,2,4,6,5,4
573,3,3,1,7,7,1
573,4,1,4,4,1,6
573,4,2,3,1,4,4
573,4,3,1,4,4,1
573,5,1,2,6,2,4
573,5,2,4,5,4,6
573,5,3,1,7,4,1
573,6,1,3,4,5,3
573,6,2,2,2,5,7
573,6,3,1,4,7,1
574,1,1,2,3,5,4
574,1,2,3,2,7,6
574,1,3,1,4,7,1
574,2,1,4,5,3,7
574,2,2,2,6,2,3
574,2,3,1,7,4,1
574,3,1,2,2,6,5
574,3,2,3,3,4,5
574,3,3,1,4,7,1
574,4,1,2,3,1,7
574,4,2,4,2,4,3
574,4,3,1,4,4,1
574,5,1,4,6,6,5
574,5,2,3,5,6,4
574,5,3,1,7,7,1
574,6,1,4,7,4,6
574,6,2,2,4,7,4
574,6,3,1,7,7,1
575,1,1,3,7,1,3
575,1,2,2,4,4,6
575,1,3,1,7,4,1
575,2,1,4,2,4,3
575,2,2,3,3,1,7
575,2,3,1,4,4,1
575,3,1,4,6,2,4
575,3,2,3,6,3,5
575,3,3,1,7,4,1
575,4,1,3,2,5,4
575,4,2,2,2,6,5
575,4,3,1,4,7,1
575,5,1,3,1,3,8
575,5,2,2,4,2,2
575,5,3,1,4,4,1
575,6,1,3,7,4,8
575,6,2,4,5,7,2
575,6,3,1,7,7,1
576,1,1,4,4,4,4
576,1,2,3,7,1,6
576,1,3,1,7,4,1
576,2,1,2,7,2,2
576,2,2,3,4,4,8
576,2,3,1,7,4,1
576,3,1,2,1,4,6
576,3,2,4,4,1,4
576,3,3,1,4,4,1
576,4,1,3,4,4,3
576,4,2,2,6,1,7
576,4,3,1,7,4,1
576,5,1,3,5,7,2
576,5,2,2,7,4,8
576,5,3,1,7,7,1
576,6,1,2,6,3,3
576,6,2,4,6,3,7
576,6,3,1,7,4,1
577,1,1,3,2,7,6
577,1,2,2,3,5,4
577,1,3,1,4,7,1
577,2,1,2,5,4,2
577,2,2,4,7,1,8
577,2,3,1,7,4,1
577,3,1,3,5,4,2
577,3,2,4,6,1,8
577,3,3,1,7,4,1
577,4,1,3,6,4,8
577,4,2,4,5,7,2
577,4,3,1,7,7,1
577,5,1,3,2,3,5
577,5,2,4,2,2,5
577,5,3,1,4,4,1
577,6,1,3,6,5,8
577,6,2,4,6,6,2
577,6,3,1,7,7,1
578,1,1,2,7,4,6
578,1,2,4,4,7,4
578,1,3,1,7,7,1
578,2,1,2,6,2,4
578,2,2,3,4,3,6
578,2,3,1,7,4,1
578,3,1,2,1,4,7
578,3,2,3,4,2,3
578,3,3,1,4,4,1
578,4,1,3,3,5,7
578,4,2,2,2,6,3
578,4,3,1,4,7,1
578,5,1,2,1,3,7
578,5,2,4,4,1,3
578,5,3,1,4,4,1
578,6,1,2,6,1,5
578,6,2,4,5,3,5
578,6,3,1,7,4,1
579,1,1,3,4,5,2
579,1,2,2,1,6,8
579,1,3,1,4,7,1
579,2,1,4,3,4,7
579,2,2,3,1,7,3
579,2,3,1,4,7,1
579,3,1,4,4,4,6
579,3,2,3,7,1,3
579,3,3,1,7,4,1
579,4,1,2,7,1,8
579,4,2,4,5,4,2
579,4,3,1,7,4,1
579,5,1,4,5,2,4
579,5,2,3,6,2,5
579,5,3,1,7,4,1
579,6,1,4,2,6,4
579,6,2,2,4,5,6
579,6,3,1,4,7,1
580,1,1,4,4,1,2
580,1,2,2,1,3,7
580,1,3,1,4,4,1
580,2,1,4,7,4,6
580,2,2,3,4,7,3
580,2,3,1,7,7,1
580,3,1,4,4,4,4
580,3,2,2,7,1,6
580,3,3,1,7,4,1
580,4,1,3,1,4,6
580,4,2,2,4,1,4
580,4,3,1,4,4,1
580,5,1,3,1,3,5
580,5,2,4,3,2,5
580,5,3,1,4,4,1
580,6,1,2,7,2,2
580,6,2,3,4,3,8
580,6,3,1,7,4,1
581,1,1,2,2,7,3
581,1,2,4,4,4,8
581,1,3,1,4,7,1
581,2,1,4,1,6,5
581,2,2,2,3,5,5
581,2,3,1,4,7,1
581,3,1,4,1,3,8
581,3,2,3,4,2,2
581,3,3,1,4,4,1
581,4,1,3,7,1,2
581,4,2,2,4,3,7
581,4,3,1,7,4,1
581,5,1,2,5,7,3
581,5,2,3,6,4,7
581,5,3,1,7,7,1
581,6,1,2,2,3,5
581,6,2,4,2,2,4
581,6,3,1,4,4,1
582,1,1,3,6,1,8
582,1,2,2,5,4,2
582,1,3,1,7,4,1
582,2,1,2,2,2,7
582,2,2,3,3,3,3
582,2,3,1,4,4,1
582,3,1,3,6,2,5
582,3,2,4,4,3,5
582,3,3,1,7,4,1
582,4,1,4,4,4,8
582,4,2,3,7,2,2
582,4,3,1,7,4,1
582,5,1,4,7,5,2
582,5,2,2,4,6,8
582,5,3,1,7,7,1
582,6,1,2,3,6,3
582,6,2,4,2,5,7
582,6,3,1,4,7,1
583,1,1,4,4,1,3
583,1,2,3,1,4,6
583,1,3,1,4,4,1
583,2,1,4,1,3,7
583,2,2,2,4,1,2
583,2,3,1,4,4,1
583,3,1,3,1,6,5
583,3,2,4,3,5,4
583,3,3,1,4,7,1
583,4,1,4,4,4,6
583,4,2,3,1,7,4
583,4,3,1,4,7,1
583,5,1,2,3,2,4
583,5,2,4,2,4,6
583,5,3,1,4,4,1
583,6,1,3,4,5,3
583,6,2,2,2,5,7
583,6,3,1,4,7,1
584,1,1,2,3,2,4
584,1,2,3,2,4,6
584,1,3,1,4,4,1
584,2,1,4,2,6,7
584,2,2,2,3,5,3
584,2,3,1,4,7,1
584,3,1,2,2,6,5
584,3,2,3,3,4,5
584,3,3,1,4,7,1
584,4,1,2,6,1,7
584,4,2,4,5,4,3
584,4,3,1,7,4,1
584,5,1,4,3,3,5
584,5,2,3,2,3,4
584,5,3,1,4,4,1
584,6,1,4,4,4,6
584,6,2,2,1,7,4
584,6,3,1,4,7,1
585,1,1,3,4,4,3
585,1,2,2,1,7,6
585,1,3,1,4,7,1
585,2,1,4,2,7,3
585,2,2,3,3,4,7
585,2,3,1,4,7,1
585,3,1,4,3,2,4
585,3,2,3,3,3,5
585,3,3,1,4,4,1
585,4,1,3,2,5,4
585,4,2,2,2,6,5
585,4,3,1,4,7,1
585,5,1,3,4,3,8
585,5,2,2,7,2,2
585,5,3,1,7,4,1
585,6,1,3,7,4,8
585,6,2,4,5,7,2
585,6,3,1,7,7,1
586,1,1,4,1,4,4
586,1,2,3,4,1,6
586,1,3,1,4,4,1
586,2,1,2,4,5,2
586,2,2,3,1,7,8
586,2,3,1,4,7,1
586,3,1,2,4,7,6
586,3,2,4,7,4,4
586,3,3,1,7,7,1
586,4,1,3,1,7,3
586,4,2,2,3,4,7
586,4,3,1,4,7,1
586,5,1,3,5,4,2
586,5,2,2,7,1,8
586,5,3,1,7,4,1
586,6,1,2,6,6,3
586,6,2,4,6,6,7
586,6,3,1,7,7,1
587,1,1,3,2,4,6
587,1,2,2,3,2,4
587,1,3,1,4,4,1
587,2,1,2,2,4,2
587,2,2,4,4,1,8
587,2,3,1,4,4,1
587,3,1,3,5,7,2
587,3,2,4,6,4,8
587,3,3,1,7,7,1
587,4,1,3,3,4,8
587,4,2,4,2,7,2
587,4,3,1,4,7,1
587,5,1,3,2,3,5
587,5,2,4,2,2,5
587,5,3,1,4,4,1
587,6,1,3,3,2,8
587,6,2,4,3,3,2
587,6,3,1,4,4,1
588,1,1,2,7,1,6
588,1,2,4,4,4,4
588,1,3,1,7,4,1
588,2,1,2,6,2,4
588,2,2,3,4,3,6
588,2,3,1,7,4,1
588,3,1,2,1,7,7
588,3,2,3,4,5,3
588,3,3,1,4,7,1
588,4,1,3,3,5,7
588,4,2,2,2,6,3
588,4,3,1,4,7,1
588,5,1,2,4,3,7
588,5,2,4,7,1,3
588,5,3,1,7,4,1
588,6,1,2,3,4,5
588,6,2,4,2,6,5
588,6,3,1,4,7,1
589,1,1,3,7,5,2
589,1,2,2,4,6,8
589,1,3,1,7,7,1
589,2,1,4,6,1,7
589,2,2,3,4,4,3
589,2,3,1,7,4,1
589,3,1,4,1,7,6
589,3,2,3,4,4,3
589,3,3,1,4,7,1
589,4,1,2,4,1,8
589,4,2,4,2,4,2
589,4,3,1,4,4,1
589,5,1,4,5,2,4
589,5,2,3,6,2,5
589,5,3,1,7,4,1
589,6,1,4,2,6,4
589,6,2,2,4,5,6
589,6,3,1,4,7,1
590,1,1,4,7,1,2
590,1,2,2,4,3,7
590,1,3,1,7,4,1
590,2,1,4,4,1,6
590,2,2,3,1,4,3
590,2,3,1,4,4,1
590,3,1,4,1,4,4
590,3,2,2,4,1,6
590,3,3,1,4,4,1
590,4,1,3,4,7,6
590,4,2,2,7,4,4
590,4,3,1,7,7,1
590,5,1,3,1,6,5
590,5,2,4,3,5,5
590,5,3,1,4,7,1
590,6,1,2,7,2,2
590,6,2,3,4,3,8
590,6,3,1,7,4,1
591,1,1,2,2,7,3
591,1,2,4,4,4,8
591,1,3,1,4,7,1
591,2,1,4,4,3,5
591,2,2,2,6,2,5
591,2,3,1,7,4,1
591,3,1,4,4,3,8
591,3,2,3,7,2,2
591,3,3,1,7,4,1
591,4,1,3,4,1,2
591,4,2,2,1,3,7
591,4,3,1,4,4,1
591,5,1,2,2,7,3
591,5,2,3,3,4,7
591,5,3,1,4,7,1
591,6,1,2,2,3,5
591,6,2,4,2,2,4
591,6,3,1,4,4,1
592,1,1,3,6,1,8
592,1,2,2,5,4,2
592,1,3,1,7,4,1
592,2,1,2,5,2,7
592,2,2,3,6,3,3
592,2,3,1,7,4,1
592,3,1,3,3,2,5
592,3,2,4,1,3,5
592,3,3,1,4,4,1
592,4,1,4,4,4,8
592,4,2,3,7,2,2
592,4,3,1,7,4,1
592,5,1,4,4,5,2
592,5,2,2,1,6,8
592,5,3,1,4,7,1
592,6,1,2,6,3,3
592,6,2,4,5,2,7
592,6,3,1,7,4,1
593,1,1,4,4,4,3
593,1,2,3,1,7,6
593,1,3,1,4,7,1
593,2,1,4,1,3,7
593,2,2,2,4,1,2
593,2,3,1,4,4,1
593,3,1,3,4,3,5
593,3,2,4,6,2,4
593,3,3,1,7,4,1
593,4,1,4,7,1,6
593,4,2,3,4,4,4
593,4,3,1,7,4,1
593,5,1,2,3,2,4
593,5,2,4,2,4,6
593,5,3,1,4,4,1
593,6,1,3,7,2,3
593,6,2,2,5,2,7
593,6,3,1,7,4,1
594,1,1,2,3,2,4
594,1,2,3,2,4,6
594,1,3,1,4,4,1
594,2,1,4,5,3,7
594,2,2,2,6,2,3
594,2,3,1,7,4,1
594,3,1,2,5,3,5
594,3,2,3,6,1,5
594,3,3,1,7,4,1
594,4,1,2,6,4,7
594,4,2,4,5,7,3
594,4,3,1,7,7,1
594,5,1,4,6,6,5
594,5,2,3,5,6,4
594,5,3,1,7,7,1
594,6,1,4,7,1,6
594,6,2,2,4,4,4
594,6,3,1,7,4,1
595,1,1,3,7,1,3
595,1,2,2,4,4,6
595,1,3,1,7,4,1
595,2,1,4,2,4,3
595,2,2,3,3,1,7
595,2,3,1,4,4,1
595,3,1,4,3,5,4
595,3,2,3,3,6,5
595,3,3,1,4,7,1
595,4,1,3,2,5,4
595,4,2,2,2,6,5
595,4,3,1,4,7,1
595,5,1,3,4,6,8
595,5,2,2,7,5,2
595,5,3,1,7,7,1
595,6,1,3,4,1,8
595,6,2,4,2,4,2
595,6,3,1,4,4,1
596,1,1,4,4,4,4
596,1,2,3,7,1,6
596,1,3,1,7,4,1
596,2,1,2,4,5,2
596,2,2,3,1,7,8
596,2,3,1,4,7,1
596,3,1,2,1,7,6
596,3,2,4,4,4,4
596,3,3,1,4,7,1
596,4,1,3,4,7,3
596,4,2,2,6,4,7
596,4,3,1,7,7,1
596,5,1,3,2,4,2
596,5,2,2,4,1,8
596,5,3,1,4,4,1
596,6,1,2,3,3,3
596,6,2,4,3,3,7
596,6,3,1,4,4,1
597,1,1,3,2,4,6
597,1,2,2,3,2,4
597,1,3,1,4,4,1
597,2,1,2,5,7,2
597,2,2,4,7,4,8
597,2,3,1,7,7,1
597,3,1,3,2,4,2
597,3,2,4,3,1,8
597,3,3,1,4,4,1
597,4,1,3,3,4,8
597,4,2,4,2,7,2
597,4,3,1,4,7,1
597,5,1,3,5,3,5
597,5,2,4,5,2,5
597,5,3,1,7,4,1
597,6,1,3,6,5,8
597,6,2,4,6,6,2
597,6,3,1,7,7,1
598,1,1,2,4,1,6
598,1,2,4,1,4,4
598,1,3,1,4,4,1
598,2,1,2,3,5,4
598,2,2,3,1,6,6
598,2,3,1,4,7,1
598,3,1,2,1,7,7
598,3,2,3,4,5,3
598,3,3,1,4,7,1
598,4,1,3,6,5,7
598,4,2,2,5,6,3
598,4,3,1,7,7,1
598,5,1,2,1,3,7
598,5,2,4,4,1,3
598,5,3,1,4,4,1
598,6,1,2,3,4,5
598,6,2,4,2,6,5
598,6,3,1,4,7,1
599,1,1,3,4,2,2
599,1,2,2,1,3,8
599,1,3,1,4,4,1
599,2,1,4,3,4,7
599,2,2,3,1,7,3
599,2,3,1,4,7,1
599,3,1,4,4,4,6
599,3,2,3,7,1,3
599,3,3,1,7,4,1
599,4,1,2,7,1,8
599,4,2,4,5,4,2
599,4,3,1,7,4,1
599,5,1,4,5,5,4
599,5,2,3,6,5,5
599,5,3,1,7,7,1
599,6,1,4,5,6,4
599,6,2,2,7,5,6
599,6,3,1,7,7,1
600,1,1,4,4,4,2
600,1,2,2,1,6,7
600,1,3,1,4,7,1
600,2,1,4,4,4,6
600,2,2,3,1,7,3
600,2,3,1,4,7,1
600,3,1,4,4,4,4
600,3,2,2,7,1,6
600,3,3,1,7,4,1
600,4,1,3,1,4,6
600,4,2,2,4,1,4
600,4,3,1,4,4,1
600,5,1,3,1,3,5
600,5,2,4,3,2,5
600,5,3,1,4,4,1
600,6,1,2,7,5,2
600,6,2,3,4,6,8
600,6,3,1,7,7,1
601,1,1,2,5,7,3
601,1,2,4,7,4,8
601,1,3,1,7,7,1
601,2,1,4,4,3,5
601,2,2,2,6,2,5
601,2,3,1,7,4,1
601,3,1,4,1,6,8
601,3,2,3,4,5,2
601,3,3,1,4,7,1
601,4,1,3,4,1,2
601,4,2,2,1,3,7
601,4,3,1,4,4,1
601,5,1,2,2,4,3
601,5,2,3,3,1,7
601,5,3,1,4,4,1
601,6,1,2,5,3,5
601,6,2,4,5,2,4
601,6,3,1,7,4,1
602,1,1,3,3,1,8
602,1,2,2,2,4,2
602,1,3,1,4,4,1
602,2,1,2,5,2,7
602,2,2,3,6,3,3
602,2,3,1,7,4,1
602,3,1,3,3,5,5
602,3,2,4,1,6,5
602,3,3,1,4,7,1
602,4,1,4,4,4,8
602,4,2,3,7,2,2
602,4,3,1,7,4,1
602,5,1,4,4,5,2
602,5,2,2,1,6,8
602,5,3,1,4,7,1
602,6,1,2,6,3,3
602,6,2,4,5,2,7
602,6,3,1,7,4,1
603,1,1,4,7,4,3
603,1,2,3,4,7,6
603,1,3,1,7,7,1
603,2,1,4,1,3,7
603,2,2,2,4,1,2
603,2,3,1,4,4,1
603,3,1,3,4,6,5
603,3,2,4,6,5,4
603,3,3,1,7,7,1
603,4,1,4,4,1,6
603,4,2,3,1,4,4
603,4,3,1,4,4,1
603,5,1,2,6,5,4
603,5,2,4,5,7,6
603,5,3,1,7,7,1
603,6,1,3,4,5,3
603,6,2,2,2,5,7
603,6,3,1,4,7,1
604,1,1,2,3,2,4
604,1,2,3,2,4,6
604,1,3,1,4,4,1
604,2,1,4,2,3,7
604,2,2,2,3,2,3
604,2,3,1,4,4,1
604,3,1,2,2,3,5
604,3,2,3,3,1,5
604,3,3,1,4,4,1
604,4,1,2,3,1,7
604,4,2,4,2,4,3
604,4,3,1,4,4,1
604,5,1,4,6,3,5
604,5,2,3,5,3,4
604,5,3,1,7,4,1
604,6,1,4,7,4,6
604,6,2,2,4,7,4
604,6,3,1,7,7,1
605,1,1,3,7,4,3
605,1,2,2,4,7,6
605,1,3,1,7,7,1
605,2,1,4,5,7,3
605,2,2,3,6,4,7
605,2,3,1,7,7,1
605,3,1,4,3,5,4
605,3,2,3,3,6,5
605,3,3,1,4,7,1
605,4,1,3,5,2,4
605,4,2,2,5,3,5
605,4,3,1,7,4,1
605,5,1,3,1,6,8
605,5,2,2,4,5,2
605,5,3,1,4,7,1
605,6,1,3,7,4,8
605,6,2,4,5,7,2
605,6,3,1,7,7,1
606,1,1,4,4,4,4
606,1,2,3,7,1,6
606,1,3,1,7,4,1
606,2,1,2,7,2,2
606,2,2,3,4,4,8
606,2,3,1,7,4,1
606,3,1,2,4,7,6
606,3,2,4,7,4,4
606,3,3,1,7,7,1
606,4,1,3,4,7,3
606,4,2,2,6,4,7
606,4,3,1,7,7,1
606,5,1,3,2,4,2
606,5,2,2,4,1,8
606,5,3,1,4,4,1
606,6,1,2,6,6,3
606,6,2,4,6,6,7
606,6,3,1,7,7,1
607,1,1,3,5,4,6
607,1,2,2,6,2,4
607,1,3,1,7,4,1
607,2,1,2,2,4,2
607,2,2,4,4,1,8
607,2,3,1,4,4,1
607,3,1,3,5,7,2
607,3,2,4,6,4,8
607,3,3,1,7,7,1
607,4,1,3,6,4,8
607,4,2,4,5,7,2
607,4,3,1,7,7,1
607,5,1,3,2,6,5
607,5,2,4,2,5,5
607,5,3,1,4,7,1
607,6,1,3,3,5,8
607,6,2,4,3,6,2
607,6,3,1,4,7,1
608,1,1,2,4,4,6
608,1,2,4,1,7,4
608,1,3,1,4,7,1
608,2,1,2,6,5,4
608,2,2,3,4,6,6
608,2,3,1,7,7,1
608,3,1,2,4,7,7
608,3,2,3,7,5,3
608,3,3,1,7,7,1
608,4,1,3,6,2,7
608,4,2,2,5,3,3
608,4,3,1,7,4,1
608,5,1,2,1,3,7
608,5,2,4,4,1,3
608,5,3,1,4,4,1
608,6,1,2,6,1,5
608,6,2,4,5,3,5
